id_title,relevant?,title,Clickable Link,authors,doi,link,pub_year,type,abstract,source,pub_title,id
1590,y,Regularity-Based Virtualization under the ARINC 653 Standard for Embedded Systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122108563&doi=10.1109%2fTC.2021.3138019&partnerID=40&md5=3845b13ce6ac760599da8c2ac6454796,"Dai, Guangli (57211503154); Paluri, Pavan Kumar (57211503472); Cheng, Albert Mo Kim (7402075079); Liu, Bozheng (57393645000)",10.1109/TC.2021.3138019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122108563&doi=10.1109%2fTC.2021.3138019&partnerID=40&md5=3845b13ce6ac760599da8c2ac6454796,2022.0,Article,"In embedded real-time virtualized systems (ERTVS), the ARINC 653 standard specifies a cyclic scheduling policy to guarantee the real-time performance of tasks in multiple Virtual Machines (VMs) residing on shared hardware. Based on this policy, the Regularity-based Resource Partitioning (RRP) model defines an efficient interface specification to hierarchically partition and assign resource slices among VMs. Although this model has received plenty of attention recently, three major pieces remain missing for applying this model in ERTVS. (1) Embedded systems are more sensitive to resource utilization efficiency since this may drastically affect their deployment cost for including additional cores. Therefore, this paper proposes an optimal and an approximate RRP resource scheduler for multi-core platforms. (2) A resource reconfiguration is required when an embedded system has to switch between operating modes, resulting in the current cyclic schedule being replaced by another pre-configured and verified cyclic schedule. This paper formalizes a new One-Hop Reconfiguration (OHR) problem tailored for mode-switch-capable embedded systems and introduces a corresponding optimal solution. (3) No RRP-based toolset is currently available for embedded systems. This paper thus presents an optimized RRP toolset tailored for embedded systems. Numerous experiments are conducted to evaluate the efficacy of this toolset.  © 1968-2012 IEEE.",Scopus,IEEE Transactions on Computers,698
1591,y,An Asynchronous AAA Blockchain-Based Protocol for Configuring Information Systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138766621&doi=10.3390%2fen15186516&partnerID=40&md5=4c945d0d10141a711445d17907894acb,"Bajor, Michał (57105363200); Niemiec, Marcin (35146322100)",10.3390/en15186516,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138766621&doi=10.3390%2fen15186516&partnerID=40&md5=4c945d0d10141a711445d17907894acb,2022.0,Article,"The increasing number of security breaches in centralized systems provides the necessity to introduce decentralization in more fields. The Blockchain is a widely utilized decentralization technology that is implemented in various industries. Therefore, this technology can be used to protect sensitive services, such as those associated with the configuration changing of information systems. This article proposes a new protocol operating as a decentralization layer over any configuration scheme. It uses smart contracts—programs existing on the Blockchain—to keep track of configuration proposals and authorize new configurations. The configuration change can be proposed at any time. However, only once it is authorized by appropriate parties can it be introduced to the system. The new protocol provides an additional security layer, ensuring that every action is accounted for and authenticated. Furthermore, it enforces that administrators authorize every change. The protocol was designed to be flexible and easily adaptable to scenarios that did not use distributed ledger technology before. It uses the HTTP protocol with the JSON standard for protocol messages to allow easier adoption and transparency. The features of the proposed protocol were analyzed from a security point of view as well as from the financial perspective related to costs of using Blockchain technology. Security analysis shows that the protocol is resilient to the most common security risks that haunt state-of-the-art IT systems. Additionally, the authors proved that this solution could be implemented in both private and public Blockchains. A reference implementation was shared in a public repository. The proposed protocol was also compared with the most similar state-of-the-art work in the academic research highlighting the key differences and improvements. © 2022 by the authors.",Scopus,Energies,699
1592,y,Market-inspired framework for securing assets in cloud computing environments,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131309551&doi=10.1002%2fspe.3113&partnerID=40&md5=566e5ea7945976d6f5306c6c5e0c28cc,"Tziakouris, Giannis (56638507200); Mera-Gómez, Carlos (57192917757); Ramírez, Francisco (57197708568); Bahsoon, Rami (6508251119); Buyya, Rajkumar (57194845546)",10.1002/spe.3113,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131309551&doi=10.1002%2fspe.3113&partnerID=40&md5=566e5ea7945976d6f5306c6c5e0c28cc,2022.0,Article,"Self-adaptive security methods have been extensively leveraged for securing software systems and users from runtime threats in online and elastic environments, such as the cloud. The existing solutions treat security as an aggregated quality by enforcing “one service for all” without considering the explicit security requirements of each asset or the costs associated with security. Dealing with the security of assets in ultra-large environments calls for rethinking the way we select and compose services—considering not only the services but the underlying supporting computational resources in the process. We motivate the need for an asset-centric, self-adaptive security framework that selects and allocates services and underlying resources in the cloud. The solution leverages learning algorithms and market-inspired approaches to dynamically manage changes in the runtime security goals/requirements of assets with the provision of suitable services and resources, while catering for monetary and computational constraints. The proposed framework aims to inform the self-adaptive security efforts of security researchers and practitioners operating in dynamic large-scale environments, such as the Cloud. To illustrate the utility of the proposed framework it is evaluated using simulation on an application based scenario, involving cloud-based storage and security services. © 2022 John Wiley & Sons Ltd.",Scopus,Software - Practice and Experience,700
1593,y,ZPA: A Smart Home Privacy Analysis System Based on ZigBee Encrypted Traffic,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148061465&doi=10.1155%2f2023%2f6731783&partnerID=40&md5=46b4d5bf442f86aa7d562e5f4b006bf2,"Li, Rong (58103797300); Zhang, Wei (57192222344); Wu, Lifa (58025271800); Tang, Yunfei (58103663200); Xie, Xinguang (58103139300)",10.1155/2023/6731783,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148061465&doi=10.1155%2f2023%2f6731783&partnerID=40&md5=46b4d5bf442f86aa7d562e5f4b006bf2,2023.0,Article,"Currently, the ZigBee protocol is widely used in smart homes and provides convenience to people. However, smart home devices often carry a large amount of real physical world information, which may result in information leakage problems. In this paper, to reveal the privacy security issues existing in ZigBee-based smart home networks, we design a smart home privacy analysis system based on ZigBee-encrypted traffic, called ZPA. ZPA can extract ZigBee data features based on the device's operating mode and time window and use state-of-the-art machine-learning models to identify the type and status of smart home devices that could leak users' private information. Through the analysis of 20 different devices from 5 manufacturers, the results show that even if the ZigBee traffic is protected by encryption, the accuracy of the proposed method in device type identification and state inference can reach approximately 93% and 98%, respectively. The types and statuses of devices in smart homes will reveal the user's activity information to a certain extent. The privacy security of ZigBee-based smart devices still needs to be further strengthened.  © 2023 Rong Li et al.",Scopus,Wireless Communications and Mobile Computing,701
1596,y,Object-oriented logic configuration platform design for large power grid security and stability simulation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131459808&doi=10.1016%2fj.egyr.2022.05.055&partnerID=40&md5=76c8004c0a2a62ceb496ead55e25a9e7,"Yang, Xue-tao (46061738100); Song, Dun-wen (7402443680); Ma, Shi-ying (24179008300)",10.1016/j.egyr.2022.05.055,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131459808&doi=10.1016%2fj.egyr.2022.05.055&partnerID=40&md5=76c8004c0a2a62ceb496ead55e25a9e7,2022.0,Article,"In response to the multi-state simulation business process requirements of large power grids in actual engineering, a logic configuration platform of large power grid security and stability simulation is designed in this paper. In order to improve the application adaptability of the existing configuration software, firstly, the overall architecture and visual operation interface design of the logic configuration platform of large power grid security and stability simulation are proposed. Secondly, the key technologies to realize the generalized logic configuration platform of large power grid simulation are deeply discussed from the aspects of logic compilation and engine implementation. Thirdly, based on the configuration platform, the innovative application of intelligent large power grid operation mode arrangement system is realized. Practice shows that after the introduction of logic configuration, the time consumption is reduced by more than 85% compared with the traditional manual flow coding method and by more than 90% compared with the traditional manual batch power flow calculation and modulation process, which effectively improves the work efficiency and greatly saves the working time. In the system development, the visual logic configuration mode replaces the engineering customization mode of conventional manual software coding, which greatly improves the engineering adaptability of multi-state large power grid simulation business requirements. © 2022 The Author(s)",Scopus,Energy Reports,702
1597,y,A Novel QKD Approach to Enhance IIOT Privacy and Computational Knacks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138330610&doi=10.3390%2fs22186741&partnerID=40&md5=4734593a7b0192206976e71c469d1fa2,"Singamaneni, Kranthi Kumar (57205572142); Dhiman, Gaurav (23049229800); Juneja, Sapna (57210408722); Muhammad, Ghulam (56605566900); AlQahtani, Salman A. (14065783400); Zaki, John (57202044574)",10.3390/s22186741,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138330610&doi=10.3390%2fs22186741&partnerID=40&md5=4734593a7b0192206976e71c469d1fa2,2022.0,Article,"The industry-based internet of things (IIoT) describes how IIoT devices enhance and extend their capabilities for production amenities, security, and efficacy. IIoT establishes an enterprise-to-enterprise setup that means industries have several factories and manufacturing units that are dependent on other sectors for their services and products. In this context, individual industries need to share their information with other external sectors in a shared environment which may not be secure. The capability to examine and inspect such large-scale information and perform analytical protection over the large volumes of personal and organizational information demands authentication and confidentiality so that the total data are not endangered after illegal access by hackers and other unauthorized persons. In parallel, these large volumes of confidential industrial data need to be processed within reasonable time for effective deliverables. Currently, there are many mathematical-based symmetric and asymmetric key cryptographic approaches and identity- and attribute-based public key cryptographic approaches that exist to address the abovementioned concerns and limitations such as computational overheads and taking more time for crucial generation as part of the encipherment and decipherment process for large-scale data privacy and security. In addition, the required key for the encipherment and decipherment process may be generated by a third party which may be compromised and lead to man-in-the-middle attacks, brute force attacks, etc. In parallel, there are some other quantum key distribution approaches available to produce keys for the encipherment and decipherment process without the need for a third party. However, there are still some attacks such as photon number splitting attacks and faked state attacks that may be possible with these existing QKD approaches. The primary motivation of our work is to address and avoid such abovementioned existing problems with better and optimal computational overhead for key generation, encipherment, and the decipherment process compared to the existing conventional models. To overcome the existing problems, we proposed a novel dynamic quantum key distribution (QKD) algorithm for critical public infrastructure, which will secure all cyber–physical systems as part of IIoT. In this paper, we used novel multi-state qubit representation to support enhanced dynamic, chaotic quantum key generation with high efficiency and low computational overhead. Our proposed QKD algorithm can create a chaotic set of qubits that act as a part of session-wise dynamic keys used to encipher the IIoT-based large scales of information for secure communication and distribution of sensitive information. © 2022 by the authors.",Scopus,Sensors,703
1604,y,Low latency cyberattack detection in smart grids with deep reinforcement learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129706837&doi=10.1016%2fj.ijepes.2022.108265&partnerID=40&md5=e433194fc9df139952dfb43ed87f7df4,"Li, Yaze (57872481900); Wu, Jingxian (7409254389)",10.1016/j.ijepes.2022.108265,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129706837&doi=10.1016%2fj.ijepes.2022.108265&partnerID=40&md5=e433194fc9df139952dfb43ed87f7df4,2022.0,Article,"This paper focuses on low latency detection of cyberattacks in smart grids with deep reinforcement learning (DRL). The objective of low latency detection is to minimize detection delay while ensuring high detection accuracy. This is different from conventional detection methods that focus mainly on detection accuracy and pay little attention to detection delay. A lower detection delay can reduce recovery time, thus minimizing service interruption or economic losses due to cyberattacks. Since detection delay is the main design metric, the algorithm is developed by using a non-linear dynamic AC system model with an extended Kalman filter (EKF) to capture power grid state transitions in real-time, while many other works in the literature use a simplified linear DC model. The DRL detection algorithm is developed by using a continuous state space deep Q-network (DQN) on the framework of a Markov decision process (MDP). The new DQN design has two main innovations. First, the MDP state is designed as a sliding window of Rao-statistics of the AC dynamic state estimation residues. The proposed state formulation can accurately capture dynamic power state transitions in real-time. Second, a new reward function is designed to allow a flexible trade-off between detection delays and detection accuracy. The delay-accuracy trade-off can be adjusted by tuning a single parameter in the reward function. Simulation results show that the proposed DQN-based DRL detection algorithm can achieve very low detection delays with high detection accuracy. © 2022",Scopus,International Journal of Electrical Power and Energy Systems,704
1606,y,FIRE: A Finely Integrated Risk Evaluation Methodology for Life-Critical Embedded Systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140462279&doi=10.3390%2finfo13100487&partnerID=40&md5=dd70b57998f42e3aef553f789979294b,"Rao, Aakarsh (56257577400); Carreón, Nadir A. (57200220355); Lysecky, Roman (6602451367); Rozenblit, Jerzy (7006043744)",10.3390/info13100487,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140462279&doi=10.3390%2finfo13100487&partnerID=40&md5=dd70b57998f42e3aef553f789979294b,2022.0,Article,"Life-critical embedded systems, including medical devices, are becoming increasingly interconnected and interoperable, providing great efficiency to the healthcare ecosystem. These systems incorporate complex software that plays a significantly integrative and critical role. However, this complexity substantially increases the potential for cybersecurity threats, which directly impact patients’ safety and privacy. With software continuing to play a fundamental role in life-critical embedded systems, maintaining its trustworthiness by incorporating fail-safe modes via a multimodal design is essential. Comprehensive and proactive evaluation and management of cybersecurity risks are essential from the very design to deployment and long-term management. In this paper, we present FIRE, a finely integrated risk evaluation methodology for life-critical embedded systems. Security risks are carefully evaluated in a bottom-up approach from operations-to-system modes by adopting and expanding well-established vulnerability scoring schemes for life-critical systems, considering the impact to patient health and data sensitivity. FIRE combines a static risk evaluation with runtime dynamic risk evaluation to establish comprehensive risk management throughout the lifecycle of the life-critical embedded system. We demonstrate the details and effectiveness of our methodology in systematically evaluating risks and conditions for risk mitigation with a smart connected insulin pump case study. Under normal conditions and eight different malware threats, the experimental results demonstrate effective threat mitigation by mode switching with a 0% false-positive mode switching rate. © 2022 by the authors.",Scopus,Information (Switzerland),705
1607,y,Multi-modal cyber security based object detection by classification using deep learning and background suppression techniques,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137268046&doi=10.1016%2fj.compeleceng.2022.108333&partnerID=40&md5=ae65ba62e36780f9ec556438c7cd0d9c,"Srinivas, Kalyanapu (57209506527); Singh, Laxman (21735211600); Chavva, Subba Reddy (57210932653); Dappuri, Bhasker (56068214400); Chandrasekaran, Saravanan (57551996500); Qamar, Shamimul (55754287800)",10.1016/j.compeleceng.2022.108333,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137268046&doi=10.1016%2fj.compeleceng.2022.108333&partnerID=40&md5=ae65ba62e36780f9ec556438c7cd0d9c,2022.0,Article,"Foreground object recognition in video is critical in many computer vision applications and automated video surveillance systems. Object detection and tracking are critical steps in navigation, object recognition and surveillance schemes. Object detection is process of separating foreground and background items in photographs. In this paper, we proposes a framework for achieving these tasks with the enhanced cyber security control facility. This proposed algorithmperformed in 2 stages: multi-object detection utilizing the Cyber secure Probabilistic Gaussian Mixture Model (Cy_SPGMM) and background suppression and another stage is multiple moving objects tracking utilizing Kernel convoluted moving window with Kalman filter (KCMW_KF). It can, however, deal with a variety of video sequences in the MOT 20 dataset. The experimental findings reveal that the proposed algorithm detects and tracks foreground objects in complex and dynamic scenarios with high accuracy, robustness, and efficiency. This method also produces smoothened images without noise. © 2022",Scopus,Computers and Electrical Engineering,706
1611,y,Dynamic Security Assessment For Power System Using Attribute Selection Technique,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147817001&doi=10.52549%2fIJEEI.V10I3.3928&partnerID=40&md5=e1ec5284909149a64d2c9477426af97a,"Alhubaity, Mohannad Abdulkhaliq (58098597800); Khalel, Saraa Ismaeel (56741399300); Al-Rawe, Mohammed Ali (57216732646)",10.52549/IJEEI.V10I3.3928,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147817001&doi=10.52549%2fIJEEI.V10I3.3928&partnerID=40&md5=e1ec5284909149a64d2c9477426af97a,2022.0,Article,"The evaluation of the dynamic security of the electrical power system after the occurrence of disturbances in the network is one of the most important tools that the control center uses to maintain the system in a safe operating mode, as well as prevent cases of system out of control and cases of complete shutdown. With the annual increase in the size of the electrical system and its distribution over a very wide geographical area, this led to a new challenge to assess dynamic security assessment (DSA), which is dealing with a huge and varied amount of data that requires processing in a very short time. To address these challenges, this study presented a new technique of artificial intelligence, which is the attribute selection technique, to reduce the size of this data and thus improve the accuracy and speed of results. This method relied on the combination of decision tree (DT) algorithms and a technique attribute selection in the data obtained from the test system IEEE-30Bus Model. The results of this method showed a significant reduction in the number of data used, which amounted to 77.27% of the total data, which led to an improvement in the classification accuracy, as the classification accuracy reached 97.39%. This reduction is very important when dealing in the online operating environment, as it saves the time necessary to reach the most accurate evaluation decision and thus issue gives a greater opportunity to take the appropriate decision in the event of disturbances and keep the power system in a secure case. © 2022 Institute of Advanced Engineering and Science. All rights reserved.",Scopus,Indonesian Journal of Electrical Engineering and Informatics,707
1615,y,Research on a PSO-H-SVM-Based Intrusion Detection Method for Industrial Robotic Arms,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126292586&doi=10.3390%2fapp12062765&partnerID=40&md5=90888fafaa677bccaccb30002b233349,"Zhou, Yulin (57486805200); Xie, Lun (7402590641); Pan, Hang (57195284747)",10.3390/app12062765,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126292586&doi=10.3390%2fapp12062765&partnerID=40&md5=90888fafaa677bccaccb30002b233349,2022.0,Article,"The automation and intelligence of industrial manufacturing is the core of the fourth industrial revolution, and robotic arms and proprietary networked information systems are an integral part of this vision. However, with the benefits come risks that have been overlooked, and robotic arms have become a heavily attacked area. In order to improve the security of the robotic arm system, this paper proposes an intrusion detection method based on a state classification model. The closure operation process of the robotic arm is divided into five consecutive states, while a support vector machine based on the particle swarm optimization algorithm (PSO-H-SVM) classifies the operation state of the robotic arm. In the detection process, the classifier predicts the operation state of the robotic arm in real time, and the detection method determines whether the state transfer meets the logical requirements, and then determines whether the intrusion occurs. In addition, a response mechanism is proposed on the basis of the intrusion detection system to make protection measures for the robotic arm system. Finally, a physical experiment platform was built to test the intrusion detection method. The results showed that the classification accuracy of the PSO-H-SVM algorithm reached 96.02%, and the detection accuracy of the intrusion detection method reached 90%, which verified the effectiveness and reliability of the intrusion detection method. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",Scopus,Applied Sciences (Switzerland),708
1618,y,Secure olympics games with technology: Intelligent border surveillance for the 2022 Beijing winter olympics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134571867&doi=10.1016%2fj.sysarc.2022.102634&partnerID=40&md5=c3d63d4148c234d48b60abb8593bb975,"Ji, Xiangyu (57813229700); Chen, Kang (57812050900); Chen, Mengfan (57763736200); Li, Yuan (57813229800); Qian, Xuesheng (57193545151)",10.1016/j.sysarc.2022.102634,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134571867&doi=10.1016%2fj.sysarc.2022.102634&partnerID=40&md5=c3d63d4148c234d48b60abb8593bb975,2022.0,Article,"Building a border surveillance system with integrated surveillance technologies is a crucial security strategy for Olympic venues. Although the previous Olympic Games have a long history of using surveillance technologies, there are perennial challenges in terms of false alarms, energy consumption, and labor and capital costs. In this paper, an IoT-based multi-agent intelligent border surveillance method with less cost is proposed. Following a two-level autonomous mechanism, the method assures agent-level self-patrolling by distributed nodes and system-level multi-agent surveillance task coordination by the central server. The core entity of each distributed node is the IoT-based SmartGM, an autonomous surveillance tower integrating multi-modal surveillance devices. Finally, based on intelligent visual reasoning algorithms, the proposed activation strategy updates surveillance devices’ activation status simultaneously according to global states, ensuring long-term operation. This method has been successfully applied in the ski venue of the 2022 Beijing Winter Olympics. © 2022",Scopus,Journal of Systems Architecture,709
1622,y,Specification and adaptive verification of access control policy for cyber-physical-social spaces,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121750051&doi=10.1016%2fj.cose.2021.102579&partnerID=40&md5=65394d3de4ff0712dc65a636147d1892,"Cao, Yan (57198762932); Ping, Yuan (36057243900); Tao, Shaohua (57384475500); Chen, YongGang (57221769303); Zhu, YanXia (56172367400)",10.1016/j.cose.2021.102579,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121750051&doi=10.1016%2fj.cose.2021.102579&partnerID=40&md5=65394d3de4ff0712dc65a636147d1892,2022.0,Article,"Cyber-Physical-Social Space (CPSS) is a promising paradigm to provide people with an intelligent environment by emphasizing the deep fusion of cyberspace, physical space, and social space. The interdependence of these spaces makes that CPSS is more likely to be attacked. The attack consequences may directly affect the state of the physical world and even endanger the people's life. Thus, the most challenging issue for CPSS is to ensure the space security. However, existing security analysis methods focus on the static analysis at the design phase. They do not consider the open and dynamic characteristics which are the core features of CPSS. In this paper, we propose an adaptive security analysis framework for CPSS to prevent the unauthorized flow of information. Firstly, the access control model of CPSS is proposed. It controls the access behaviors by considering the space information covering the social, cyber, and physical spaces. Secondly, Labelled Transition System (LTS) is established to describe the future evolutions of CPSS. The space states in the LTS which violate the security requirements are reasoned by the model checking technology. Thirdly, a policy adjustment method is proposed to prevent the system from entering the violated states or mitigate the bad results caused by the violations. In the end, the effectiveness of our approach is evaluated by a smart building case, and the necessity of our approach is analyzed by the performance evaluation. © 2021",Scopus,Computers and Security,710
1624,y,Design and kinematic analysis of new multi-mode mobile parallel mechanism with deployable platform,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122380768&doi=10.1108%2fIR-09-2021-0216&partnerID=40&md5=5c97babf0e32239b46aa333d8b3a3d44,"Ping, An (57220091095); Zhang, Chunyan (57196486156); Yang, Jie (57270817500)",10.1108/IR-09-2021-0216,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122380768&doi=10.1108%2fIR-09-2021-0216&partnerID=40&md5=5c97babf0e32239b46aa333d8b3a3d44,2022.0,Article,"Purpose: This study aims to make the mobile robot better adapt to the patrol and monitoring in industrial field substation area, a multi-mode mobile carrying mechanism which can carrying data collector, camera and other equipment is designed. Design/methodology/approach: Based on the geometric axis analysis and interference analysis, the multi-mode mobile carrying mechanism is designed. The screw constraint topological theory and zero-moment point (ZMP) theory is used to kinematic analysis in mechanism mobile process. Findings: The mobile carrying mechanism can realize the folding movement, hexagonal rolling and quadrilateral rolling movement. A series of simulation and prototype experiment results verify the feasibility and actual error of the design analysis. Originality/value: The work of this paper provides a mobile carrying mechanism for carrying different data acquisition equipment and surveillance camera in industrial field substation zone. It has excellent folding performance and mobile capabilities. The mobile carrying mechanism reduces the workload of human being and injuries suffered by workers in industrial substation area. © 2021, Emerald Publishing Limited.",Scopus,Industrial Robot,711
1632,y,Predicting reliability of software in industrial systems using a Petri net based approach: A case study on a safety system used in nuclear power plant,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125218638&doi=10.1016%2fj.infsof.2022.106895&partnerID=40&md5=57b9c2e795ee8f5730f1f80323f19381,"Kumar, Kuldeep (57202765898); Sumit (57218108633); Kumar, Sandeep (57218539729); Singh, Lalit Kumar (55579802200); Mishra, Alok (7201441575)",10.1016/j.infsof.2022.106895,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125218638&doi=10.1016%2fj.infsof.2022.106895&partnerID=40&md5=57b9c2e795ee8f5730f1f80323f19381,2022.0,Article,"Context: Software reliability prediction in the early stages of development can be propitious in many ways. The combinatorial models used to predict reliability using architectures such as fault trees, binary decision diagrams, etc. have limitations in modeling complex system behavior. On the other hand, state-based models such as Markov chains suffer from the state-space explosion problem, and they need transition probability among different system states to measure reliability. These probabilities are usually assumed or are obtained from the operational profile for which the system should be used in the field. Objective: The objective of this paper is to present a method for predicting the reliability of software in industrial systems using a generalized stochastic Petri nets based approach. The key idea is to violate the assumption of state transition probabilities in the Markov chain. The state transition probabilities are calculated using Petri net transitions’ throughput by performing stationary analysis under the consideration to identify and handle dead markings in the Petri net. Method: Initially, a generalized stochastic Petri net of the system under consideration is generated from the standard system's specification. Thereafter, dead markings are identified in the Petri net which are further removed to perform steady-state analysis. At last, a Markov model is generated based on the reachability graph of the Petri net, which is further used to predict the system reliability. Results: The presented method has been applied to a safety-critical system, Shut Down System-1, of a nuclear power plant, which is operational in the Canada Deuterium Uranium reactor. The predicted reliability of the system using this method is 99.99966% which has been validated using the specified system requirements. To further validate and generalize the results, sensitivity analysis is performed by varying different system parameters. Conclusions: The method discussed in this paper presents a step of performing structural analysis on the Petri net of the system under consideration to identify and handle dead markings on the Petri net. It further handles the issue of assuming transition probabilities among the system states by calculating them using Petri net transitions’ throughput. © 2022 Elsevier B.V.",Scopus,Information and Software Technology,712
1638,y,Operating Modes and Performance Evaluation of Galileo Assisted Commercial Authentication Service,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166071036&doi=10.33012%2f2022.18441&partnerID=40&md5=ecdeb6ec017585d5b21ed1358ef6a05d,"Terris-Gallego, Rafael (57808291700); López-Salcedo, José A. (6506416479); Seco-Granados, Gonzalo (17435676500); Fernandez-Hernandez, Ignacio (55636658800)",10.33012/2022.18441,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166071036&doi=10.33012%2f2022.18441&partnerID=40&md5=ecdeb6ec017585d5b21ed1358ef6a05d,2022.0,Conference paper,"The European Global Navigation Satellite System (GNSS), Galileo, is currently leading the development of new services focused on the authentication of the position to mitigate the vulnerabilities of common receivers. It has recently incorporated the Open Service Navigation Message Authentication (OSNMA) in its E1-B signal, which allows to authenticate the navigation data symbols, but it is also working in the encryption of the spreading codes to provide increased security and robustness against malicious attacks like spoofing ones. This last technique will be provided in the forthcoming Commercial Authentication Service (CAS) operating in the E6-C signal. Currently, an 'assisted' mode is being defined, known as Assisted Commercial Authentication Service (ACAS), which aims to authenticate the ranging signal without the need of storing any secret key at the receiver. This paper reviews the key aspects of this service and its implementation issues and analyses the different operating modes that arise from this implementation, identifying the possible threats to face off. © 2022 35th International Technical Meeting of the Satellite Division of the Institute of Navigation, ION GNSS+ 2022. All rights reserved.",Scopus,"35th International Technical Meeting of the Satellite Division of the Institute of Navigation, ION GNSS+ 2022",713
1645,y,Intelligent Cyber Security Framework Based on SC-AJSO Feature Selection and HT-RLSTM Attack Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132986115&doi=10.3390%2fapp12136314&partnerID=40&md5=505ede86edd9aa07f3b2c0c1beaee822,"Dahiya, Mahima (57767551600); Nitin, Nitin (57609642700); Dahiya, Deepak (16241073900)",10.3390/app12136314,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132986115&doi=10.3390%2fapp12136314&partnerID=40&md5=505ede86edd9aa07f3b2c0c1beaee822,2022.0,Article,"Cyber security is identified as an emerging concern for information technology management in business and society, owing to swift advances in telecommunication and wireless technologies. Cyberspace security has had a tremendous impact on numerous crucial infrastructures. Along with current security status data, historical data should be acquired by the system to implement the latest cyber security defense and protection. It also makes intelligent decisions that can provide adaptive security management and control. An intelligent cyber security framework using Hyperparameter Tuning based on Regularized Long Short-Term Memory (HT-RLSTM) technique was developed in this work to elevate the security level of core system assets. To detect various attacks, the proposed framework was trained and tested on the collection of data. Owing to missing values, poor scaling, imbalanced and overlapped data, the data was primarily incomplete and inconsistent. To elevate the decision making for detecting attacks, the inconsistent or unstructured data issue was addressed. The missing values were handled by this work along with scaling performance using the developed Kernelized Robust Scaler (KRS). Using the developed Random Over Sample-Based Density-Based Spatial Clustering Associated with Noise (ROS-DBSCAN), the imbalanced and overlapped data were handled, which was followed by the relevant feature selection of data utilizing the Sine Cosine-Based Artificial Jellyfish Search Optimization (SC-AJSO) technique. The data were split under the provision of Stratified K-Fold cross-validation along being trained in the proposed HT-RLSTM. The experimental analysis depicted that better accuracy was attained in detecting attacks by the proposed work for different datasets. When analogized with prevailing state-of-the-art methods, a low false detection rate, as well as computation time, was attained by the proposed scheme. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",Scopus,Applied Sciences (Switzerland),714
