id,relevant,title,abstract
950,n,Characterizing Attacker Behavior in a Cybersecurity Penetration Testing Competition,Background: Inculcating an attacker mindset (i.e. learning to think like an attacker) is an essential skill for engineers and administrators to improve the overall security of software. Describing the approach that adversaries use to discover and exploit vulnerabilities to infiltrate software systems can help inform such an attacker mindset. Aims: Our goal is to assist developers and administrators in inculcating an attacker mindset by proposing an approach to codify attacker behavior in cybersecurity penetration testing competition. Method: We use an existing multimodal dataset of events captured during the 2018 National Collegiate Penetration Testing Competition (CPTC'18) to characterize the approach a team of attackers used to discover and exploit vulnerabilities. Results: We collected 44 events to characterize the approach that one of the participating teams took to discover and exploit seven vulnerabilities. We used the MITRE ATTCK™ framework to codify the approach in terms of tactics and techniques. Conclusions: We show that characterizing attackers' campaign as a chronological sequence of MITRE ATTCK™ tactics and techniques is feasible. We hope that such a characterization can inform the attacker mindset of engineers and administrators in their pursuit of engineering secure software systems. © 2019 IEEE.
1004,n,A service oriented adaptive trust evaluation model for ubiquitous computing environment,"The increased participation of various devices and networks, involvement of heterogeneous system, and context-awareness raises a significance of trust and trust evaluation in the ubiqutioius computing environment. Consequently, the trust evaluation based on the context and service requirements is adapted to decide the applicable level of security to the offered services. Therefore, this paper presents a service-oriented adaptive trust evaluation model (SOATEM) in the ubiquitous computing network. The proposed trust evaluation model computes direct trust based on various interaction properties and recommendation trust by filtering the dishonest recommenders based on the time context. A balanced blending of direct and recommendation trust are done with trust weights to make them relevant to current application scenarios. The results are compared with some of the available schemes and found to be a consistently good in performance for the today’s ubiquitous network. Copyright © 2018 Inderscience Enterprises Ltd."
1005,n,Adaptive security architecture for protecting RESTful web services in enterprise computing environment,"In this modern era of enterprise computing, the enterprise application integration (EAI) is a well-known industry-recognized architectural principle that is built based on loosely coupled application architecture, where service-oriented architecture (SOA) is the architectural pattern for the implementation of EAI, whose computational elements are called as “services.” Though SOA can be implemented in a wide range of technologies, the web services implementation of SOA becomes the current selective choice due to its simplicity that works on basic Internet protocols. Web service technology defines several supporting protocols and specifications such as SOAP and WSDL for communication with client and server for data interchange. A new architectural paradigm has emerged in SOA in recent years called REpresentational State Transfer (REST) that is also used to integrate loosely coupled service components, named RESTful web services, by system integration consortiums. This SOA implementation does not possess adequate security solutions within it, and its security is completely dependent on network/transport layer security that is obsolete owing to latest web technologies such as Web 2.0 and its upgraded version, Web 3.0. Vendor security products have major implementation constraints such as they need secured organizational environment and breach to SOA specifications, hence introducing new vulnerabilities. Herein, we examine the security vulnerabilities of RESTful web services in the view of popular OWASP rating methodologies and analyze the gaps in the existing security solutions. We hence propose an adaptive security solution for REST that uses public key infrastructure techniques to enhance the security architecture. The proposed security architecture is constructed as an adaptive way-forward Internet-of-Things (IoT) friendly security solution that is comprised of three cyclic parts: learn, predict and prevent. A novel security component named “intelligent security engine” is introduced which learns the possible occurrences of security threats on SOA using artificial neural networks learning algorithms, then it predicts the potential attacks on SOA based on obtained results by the developed theoretical security model, and the written algorithms as part of security solution prevent the SOA attacks. This paper is written to present one of such algorithms to prevent SOA attacks on RESTful web services along the discussion on the obtained results of the conducted proof-of-concept on the real-time SOA environment. A comparison of the proposed system with other competing solutions demonstrates its superiority. © 2017, Springer-Verlag London Ltd., part of Springer Nature."
1013,n,Multi-mode cryptocurrency systems,"In the past years, the security of Bitcoin-like protocols has been intensively studied. However, previous investigations are mainly focused on the single-mode version of Bitcoin protocol, where the protocol is running among full nodes (miners). In this paper, we initiate the study of multi-mode cryptocurrency protocols. We generalize the recent framework by Garay et al. (Eurocrypt 2015) with new security definitions that capture the security of realistic cryptocurrency systems (e.g. Bitcoin with full and lightweight nodes). We provide the first rigorous security model for addressing the ""blockchain bloat"" issue. As an immediate application of our new framework, we analyze the security of existing blockchain pruning proposals for Bitcoin aiming to improve the storage efficiency of network nodes by pruning unnecessary information from the ledger. © 2018 Association for Computing Machinery."
1043,n,Improving security with cognitive workflows,"Cloud Computing, SDN and virtual networking technologies have completely modified the relationship between the applications and the hardware resources that are used to execute them. They are no more tightly coupled to each other in a static context. However, elastic on-demand provisioning, auto-scaling and migration provided by cloud resources to address fluctuations in workload demands or available resource pools also bring with them new issues in managing security. In this paper, the authors propose a novel security system based on the concept of cognitive control overlay to proactively manage the security of service transactions. In particular, when the application components move, their configuration changes and the conventional intrusion detection systems (IDS) not aware of the mobility will fail. The cognitive overlay makes the IDS become aware of the mobility and take appropriate action. The solution addresses application security independent of server and network based security management systems. © Springer International Publishing AG 2018."
1048,n,Disallowing unauthorized state changes of distributed shared objects,"Attaching digital signatures to state update messages in global distributed shared object (DSO) systems is not trivial. If the DSO consists of a number of autonomous local representative that use open, public networks for maintaining the state consistency, allowing a local representative to sign state update messages is not appropriate. More sophisticated schemes are required to prevent unauthorized state updates by malicious local representative or external parties. This paper examines the problem in detail, compares a number of possible solutions, and identifies the most suitable one and demonstrates how the state update messages can be signed using the identified solution. © IFIP International Federation for Information Processing 2000."
1063,n,Anonymous CP-ABE against side-channel attacks in cloud computing,"Anonymous ABE is a promising primitive for enforcing fine-grained access control for the big data as well as preserving privacy of the users in Cloud Computing. However, traditional anonymous ABE schemes may not be secure in the real word due to the side-channel attacks. In addition, the existing anonymous ABE schemes are considered in the leak-free scenario assuming that secret keys are not leaked to the adversary. Thus, it is compelling to study the anonymity of ABE schemes in the context of key leakage attacks. Aiming at tackling the challenge above, an anonymous CP-ABE scheme against side-channel attacks in the bounded-leakage model is constructed. As a main technique tool, the dual system encryption technique is adopted. The proposed scheme uses LSSS as access structures and achieves adaptive security in the standard model. In addition, the results in simulation experiments indicate that the proposed scheme is efficient and practical. © 2017 Institute of Information Science. All rights reserved."
1073,n,The sleepy model of consensus,"The literature on distributed computing (as well as the cryptography literature) typically considers two types of players—honest players and corrupted players. Resilience properties are then analyzed assuming a lower bound on the fraction of honest players. Honest players, however, are not only assumed to follow the prescribed the protocol, but also assumed to be online throughout the whole execution of the protocol. The advent of “large-scale” consensus protocols (e.g., the blockchain protocol) where we may have millions of players, makes this assumption unrealistic. In this work, we initiate a study of distributed protocols in a “sleepy” model of computation where players can be either online (awake) or offline (asleep), and their online status may change at any point during the protocol. The main question we address is: Can we design consensus protocols that remain resilient under “sporadic participation”, where at any given point, only a subset of the players are actually online? As far as we know, all standard consensus protocols break down under such sporadic participation, even if we assume that 99 % of the online players are honest. Our main result answers the above question in the affirmative. We present a construction of a consensus protocol in the sleepy model, which is resilient assuming only that a majority of the online players are honest. Our protocol relies on a Public-Key Infrastructure (PKI), a Common Random String (CRS) and is proven secure in the timing model of Dwork-Naor-Sahai (STOC’98) where all players are assumed to have weakly-synchronized clocks (all clocks are within Δ of the “real time”) and all messages sent on the network are delivered within Δ time, and assuming the existence of sub-exponentially secure collision-resistant hash functions and enhanced trapdoor permutations. Perhaps surprisingly, our protocol significantly departs from the standard approaches to distributed consensus, and we instead rely on key ideas behind Nakamoto’s blockchain protocol (while dispensing the need for “proofs-of-work”). We finally observe that sleepy consensus is impossible in the presence of a dishonest majority of online players. © International Association for Cryptologic Research 2017."
1094,n,Power-aware design techniques of secure multimode embedded systems,"Nowadays, embedded systems have been widely usedin all types of application areas, some ofwhich belong to the safety and reliability critical domains. The functional correctness and design robustness of the embedded systems involved in such domains are crucial for the safety of personal/enterprise property or even human lives. Thereby, a holistic design procedure that considers all the important design concerns is essential. In this article, we approach embedded systems design from an integral perspective. We consider not only the classic real-time and quality of service requirements, but also the emerging security and power efficiency demands. Modern embedded systems are not any more developed for a fixed purpose, but instead designed for undertaking various processing requests. This leads to the concept of multimode embedded systems, in which the number and nature of active tasks change during runtime. Under dynamic situations, providing high performance along with various design concerns becomes a really difficult problem. Therefore, we propose a novel power-aware secure embedded systems design framework that efficiently solves the problem of runtime quality optimization with security and power constraints. The efficiency of our proposed techniques are evaluated in extensive experiments. © 2016 ACM."
1121,n,A web-based cooperative tool for risk management with adaptive security,"Risk management can benefit from Web-based tools fostering actions for treating risks in an environment, while having several individuals collaborating to face the endeavors related to risks. During the intervention, the security rules in place to preserve resources from unauthorized access, might need to be modified on the fly, e.g., increasing the privileges of risk managers or letting rescue teams view the exact position of the victims. Modifications should respect the overall security policies and avoid security conflicts. This paper presents a dynamic access control model for environmental risks involving physical resources. Data structures included in our Web application to represent both risk and security are given. To keep the dynamic security rules compliant with overall organization security objectives, we consider rules grouped in Access Control Domains so that changes do not create security conflicts during collaboration in risk management. Considering work environments as an example, risk and access control models are introduced. Security is built on the ABAC (Attribute Based Access Control) paradigm. A Risk Management System (RMS) is illustrated: it captures events, signals potential risks, and outputs strategies to prevent the risk. Dynamic authorization is included in the RMS to vary subjects' privileges on physical resources based on risk level, people position and so on. These concepts are implemented in a prototype Web application appearing as a Web Dashboard for risk management. © 2015 Elsevier B.V. All rights reserved."
1132,n,An active inference approach to on-line agent monitoring in safety-critical systems,"The current trend towards integrating software agents in safety-critical systems such as drones, autonomous cars and medical devices, which must operate in uncertain environments, gives rise to the need of on-line detection of an unexpected behavior. In this work, on-line monitoring is carried out by comparing environmental state transitions with prior beliefs descriptive of optimal behavior. The agent policy is computed analytically using linearly solvable Markov decision processes. Active inference using prior beliefs allows a monitor proactively rehearsing on-line future agent actions over a rolling horizon so as to generate expectations to discover surprising behaviors. A Bayesian surprise metric is proposed based on twin Gaussian processes to measure the difference between prior and posterior beliefs about state transitions in the agent environment. Using a sliding window of sampled data, beliefs are updated a posteriori by comparing a sequence of state transitions with the ones predicted using the optimal policy. An artificial pancreas for diabetic patients is used as a representative example. © 2015 Elsevier Ltd. All rights reserved."
1162,n,Eadroid: Providing environment adaptive security for android system,"With the rapid popularization of Android system around the world, of the increase in Android malwares post serious threats to the security of users’ Android device and the privacy stored in it. At the same time, many trusted third party institutions (such as military, government institutions) need to customize the security policy of their Android devices according to their regulations, but most of them do not have this capability. This paper proposed an environment adaptive security mechanism for Android platform called EAdroid, which providing a simple way for trusted third party institutions to customize the security policy of their Android devices. EAdroid reforms the framework layer of Android system and synthetically applies Smack security module of Linux. At the same time, the security rules of framework layer and kernel layer in EAdroid can adapt to the current environment context. Series of tests show that EAdroid can efficiently protect the security of user’s devices and privacy with negligible overhead of performance. © Springer International Publishing Switzerland 2014."
1170,n,Fault-tolerant timestamp-based two-phase commit protocol for RESTful services,"Service-oriented architecture provides interoperability and weak coupling features for software development. Representational state transfer (REST) is an architectural style that has attracted attention in the SOA domain as it allows the development of Web services based on original principles of the World Wide Web. Unlike Web service specifications, which are based on Simple Object Access Protocol and Web Services Description Language, REST does not provide 'official' standards to address non-functional requirements of services, such as security, reliability, and transaction control. The timestamp-based two-phase commit protocol for RESTful service (TS2PC4RS) algorithm specifies concurrency control of RESTful services during a transaction. An extension of the TS2PC4RS specifies the concurrency control of the Web services considering the update operation to meet some business rules. However, neither algorithm addresses transaction control when failures occur. In long-term transactions, failures can occur and compromise the success of Web service applications. Two common failures traditionally considered in the analysis of protocols are host and connection failures. The aim of this paper is to address fault tolerance for TS2PC4RS and its extension. A fault-tolerant protocol based on timeout and log records is proposed. The fault-tolerant protocol provides support for the host and connection failures that may occur during a transaction execution. The fault-tolerant mechanisms are used to meet the application domain business rules that guide the behavior of RESTful services. We describe the protocol using scenarios when failures occur. Copyright © 2012 John Wiley & Sons, Ltd. Copyright © 2012 John Wiley & Sons, Ltd."
1186,n,Feature selection filter for classification of power system operating states,The classification of power system operating states plays an important role in power system control and operation. Determining the state of a power system is crucial and requirements for real-time decision making in power system security assessment demand low dimensionality and low computational time. This paper investigates the benefits of using feature selection based on mutual information in power system state classification with machine learning. The AdaBoost algorithm is used for classification based on large training datasets and feature selection is applied in order to reduce their dimensionality. The selection is implemented as a filter in the pre-processing stage of AdaBoost and uses genetic algorithms to perform the search with the fitness function computed based on mutual information. The proposed method is tested on the IEEE New England 39-bus network and a comparison between the learning algorithm performances with and without feature selection is provided. Results for different genetic algorithm parameters are also presented. © 2013 Elsevier Ltd. All rights reserved.
1201,n,Towards adaptive security mechanisms in 3GPP EPS/LTE networks,"Nowadays, network operators face the challenge to host millions of devices having various needs. With the traditional connectivity management in EPS/LTE accesses, security services such as confidentiality and integrity protection are designed to be activated in a systematic manner leading to significant signaling and processing cost. In this paper we are interested in looking at security implementation in EPS/LTE and evaluating the signaling load induced by security mechanisms in different situations. The aim of this study is to figure out how much signaling can be saved using an adaptive multi-level security scheme such as the one sketched-up in this paper. For this purpose, a novel quantitative analysis is carried out. The preliminary findings suggest that activating security mechanisms only when needed results in a significantly lower security-related signaling load. © 2013 IEEE."
1212,n,Near Field Communication: From Theory to Practice,"This book provides the technical essentials, state-of-the-art knowledge, business ecosystem and standards of Near Field Communication (NFC)by NFC Lab - Istanbul research centre which conducts intense research on NFC technology. In this book, the authors present the contemporary research on all aspects of NFC, addressing related security aspects as well as information on various business models. In addition, the book provides comprehensive information a designer needs to design an NFC project, an analyzer needs to analyze requirements of a new NFC based system, and a programmer needs to implement an application. Furthermore, the authors introduce the technical and administrative issues related to NFC technology, standards, and global stakeholders. It also offers comprehensive information as well as use case studies for each NFC operating mode to give the usage idea behind each operating mode thoroughly. Examples of NFC application development are provided using Java technology, and security considerations are discussed in detail. Key Features: Offers a complete understanding of the NFC technology, including standards, technical essentials, operating modes, application development with Java, security and privacy, business ecosystem analysis Provides analysis, design as well as development guidance for professionals from administrative and technical perspectives Discusses methods, techniques and modelling support including UML are demonstrated with real cases Contains case studies such as payment, ticketing, social networking and remote shopping This book will be an invaluable guide for business and ecosystem analysts, project managers, mobile commerce consultants, system and application developers, mobile developers and practitioners. It will also be of interest to researchers, software engineers, computer scientists, information technology specialists including students and graduates. © 2012 John Wiley & Sons Ltd. All rights reserved."
1217,n,Implementing availability state transition model to quantify risk factor,"In IT era, every organization is depends on computer and internet for its daily routine works. A major objective of an information security policy is to ensure that information is always available to support critical business processing. This is a great challenge to develop secure software to meet its requirements and to satisfy security requirements i.e. Confidentiality, Integrity, and Availability (CIA) against identified risks. To prevent sensitive data, creating session mechanism is used which is helpful in reducing denial of service attack. In this paper, a methodology has been proposed and validated to assess the availability risk at design level using methods and classes. © 2012 Springer-Verlag GmbH."
1219,n,Ontological labels for automated location of left ventricular remodeling,"Semantics based Analysis Natural language processing Image and video analysis Audio and speech analysis Data and web mining Behavior of software, services and networks Security Semantic Integration Metadata and other description languages Ontology integration Interoperability and service integration Applications using Semantics Search engines and question answering Semantic web services Content-based multimedia retrieval and editing Context-aware networks of sensors, devices and applications Machine translation Creative art description Medicine and biology Semantic programming languages and software engineering System design and synthesis GIS Semantic Interfaces Natural language interfaces Multimodal interfaces Human centered computing. © 2011 IEEE."
1226,n,Multilevel policy based security in distributed database,"Addressing security demands under fixed budgets and tight time constraints are becoming extremely challenging, time consuming and resource intensive. Moreover, securing the distributed database in compliance with several security guidelines makes the system more complex. Mission critical systems, military, government and financial institutions have been under tremendous pressure to secure their databases. Such requirements mandate that each system passes a strict security scan before it is deemed suitable to go into operational mode. This paper presents a framework that embeds security capabilities into distributed database by replicating different predefined security policies at different sites using multilevel secure database management system. © 2011 Springer-Verlag."
1227,n,Security against hardware Trojan attacks using key-based design obfuscation,"Malicious modification of hardware in untrusted fabrication facilities, referred to as hardware Trojan, has emerged as a major security concern. Comprehensive detection of these Trojans during post-manufacturing test has been shown to be extremely difficult. Hence, it is important to develop design techniques that provide effective countermeasures against hardware Trojans by either preventing Trojan attacks or facilitating detection during test. Obfuscation is a technique that is conventionally employed to prevent piracy of software and hardware intellectual property (IP). In this work, we propose a novel application of key-based circuit structure and functionality obfuscation to achieve protection against hardware Trojans triggered by rare internal circuit conditions. The proposed obfuscation scheme is based on judicious modification of the state transition function, which creates two distinct functional modes: normal and obfuscated. A circuit transitions from the obfuscated to the normal mode only upon application of a specific input sequence, which defines the key. We show that it provides security against Trojan attacks in two ways: (1) it makes some inserted Trojans benign, i.e. they become effective only in the obfuscated mode; and (2) it prevents an adversary from exploiting the true rare events in a circuit to insert hard-to-detect Trojans. The proposed design methodology can thus achieve simultaneous protection from hardware Trojans and hardware IP piracy. Besides protecting ICs against Trojan attacks in foundry, we show that it can also protect against malicious modifications by untrusted computer-aided design (CAD) tools in both SoC and FPGA design flows. Simulation results for a set of benchmark circuits show that the scheme is capable of achieving high levels of security against Trojan attacks at modest area, power and delay overhead. © 2011 Springer Science+Business Media, LLC."
1239,n,Abstract certification of global non-interference in rewriting logic,"Non-interference is a semantic program property that assigns confidentiality levels to data objects and prevents illicit information flows from occurring from high to low security levels. In this paper, we present a novel security model for global non-interference which approximates non-interference as a safety property. We also propose a certification technique for global non-interference of complete Java classes based on rewriting logic, a very general logical and semantic framework that is efficiently implemented in the high-level programming language Maude. Starting from an existing Java semantics specification written in Maude, we develop an extended, information-flow Java semantics that allows us to correctly observe global non-interference policies. In order to achieve a finite state transition system, we develop an abstract Java semantics that we use for secure and effective non-interference Java analysis. The analysis produces certificates that are independently checkable and are small enough to be used in practice. © 2010 Springer-Verlag."
1283,n,Reliability and safety modeling of fault tolerant control system,"This paper proposes a generalized approach of reliability and safety modeling for fault tolerant control system based on Markov Model. The reliability and safety function, computed from the transition probability of the Markov process, provides a proper quantitative measure of the fault tolerant control system because it incorporates the deadline, failure detection and fault isolation, permanent and correlated fault. State transition diagram was established based on the state transition of the system. State transition equation could be obtained by state transition diagram. Different state probability diagrams were acquired with different parameters of failure rate, recovery rate from transient fault, failure detection rate and fault isolation rate. © 2008 IEEE."
1316,n,Cooperative intrusion detection model based on scenario,"When a new intrusion means is developed, many intrusion methods can be derived by exchanging the command sequences or by replacing commands with the functionally similar commands, which makes the detection of the developed intrusion very difficult. To overcome this problem, a cooperative intrusion detection model based on scenario is proposed, which is consisted of 5 layers. Topological order, isomorphic transformation and state transition analysis method are applied in the text. For an intrusion case we generate all the possible derived intrusions as an intrusion base. Based on this intrusion base, we present an efficient method to detect such intrusions by using finite automaton. Further, we apply data fusion to analysis suspicious data. A derived intrusion can be seen as an unknown intrusion, in this sense the technique presented in this paper can detect some unknown intrusions. ©2007 IEEE."
1364,n,"A line in the sand: A wireless sensor network for target detection, classification, and tracking","Intrusion detection is a surveillance problem of practical import that is well suited to wireless sensor networks. In this paper, we study the application of sensor networks to the intrusion detection problem and the related problems of classifying and tracking targets. Our approach is based on a dense, distributed, wireless network of multi-modal resource-poor sensors combined into loosely coherent sensor arrays that perform in situ detection, estimation, compression, and exfiltration. We ground our study in the context of a security scenario called ""A Line in the Sand"" and accordingly define the target, system, environment, and fault models. Based on the performance requirements of the scenario and the sensing, communication, energy, and computation ability of the sensor network, we explore the design space of sensors, signal processing algorithms, communications, networking, and middleware services. We introduce the influence field, which can be estimated from a network of binary sensors, as the basis for a novel classifier. A contribution of our work is that we do not assume a reliable network; on the contrary, we quantitatively analyze the effects of network unreliability on application performance. Our work includes multiple experimental deployments of over 90 sensor nodes at MacDill Air Force Base in Tampa, FL, as well as other field experiments of comparable scale. Based on these experiences, we identify a set of key lessons and articulate a few of the challenges facing extreme scaling to tens or hundreds of thousands of sensor nodes. © 2004 Elsevier B.V. All rights reserved."
1381,n,Steady-state security prediction in presence of load uncertainty,"An important problem in the Electrical Power System operation is the steady-state security prediction. In order to take into account the load uncertainty, in this paper the authors apply a Monte-Carlo method together with an opportune Security Index to evaluate in a preventive manner the probability to fall in insecure operating state, by determining the security index probability density function. For this aim, in a previous paper proposed by the authors, it has been possible to take advantage of an Artificial Neural Network, trained to evaluate the Security Index probability density function in presence of the optimal economical dispatching of the generation powers for the load forecast. In the present paper, a more complex scenario is considered where the security analysis can suggest to the dispatcher to determine also non-optimal economical operating conditions to improve security. So a new, more complex, organization of the Artificial Neural Network training stage, necessary in order to obtain increased generalization capacity in the production stage, has been considered. In the first part of the paper the used security index, the Monte-Carlo simulation and the neural network structure with its learning algorithm utilized by the authors for the particular problem are briefly recalled. Finally, a numerical application on a simple electrical test system is shown pointing out very encouraging results."
1422,n,Reconfigurable trust for embedded computing platforms,"In the last couple of years, it has become obvious that embedded systems are integral parts of our every day lives. This omnipresence as well as the wireless nature of many embedded applications give rise to the need for sophisticated security and privacy preserving mechanisms. Trusted Computing is a promising new approach for computer security in which a system should be permanently in a well-defined and therefore trustworthy state. The adaption of such concepts for embedded systems with application specific requirements and limitations can provide promising security benefits. Besides, both in the industrial and academical sector a trend has become apparent to develop chips which include programmable cores as well as system reconfigurable components. Resultant chips will not be a single part of an embedded system anymore but rather can be used for the development of a whole system. Thus, FPGAs have become integral parts of embedded computing platforms. The reconfigurability of FPGAs offers major advantages when using them for cryptographic applications and it is suggested that an adaptive hardware-based trust anchor can greatly enhance the overall security level of an embedded system. In this paper we propose a concept of how such an adaptive security module could be designed as well as some possible fields of application. A key focus of this ongoing research work is the development of a flexible FPGA-based security architecture."
1470,n,A framework for protocol vulnerability condition detection,"Intrusion detection system (IDS) detects an intrusion by comparing with its attack signatures. The generation of IDS signatures is based on the analysis of attack traffic, which is a result of exploiting vulnerabilities in a network protocol. Thus, the protocol analysis becomes an effective method to find out protocol vulnerabilities with regard to IDS. But the problem of protocol analysis in IDS is that how to detect all protocol vulnerability conditions in protocols. In this paper, we propose a novel framework to identify protocol vulnerability conditions by utilizing existing protocol analysis techniques. In particular,there are three major analysis steps in our framework: protocol semantic analysis, protocol implementation analysis and protocol state transition sub-condition analysis. In the final step of our framework, we illustrate the use of deletion, addition and modification operations with the purpose of generating all potential protocol vulnerability conditions from the normal protocol transition conditions. Experimental results show that this framework is encouraging and feasible."
1473,n,Effects of reliability and time pressure on unmanned aircraft systems operator performance,"Unmanned Aircraft Systems (UAS) are in the midst of aviation's next generation. UAS are being utilized at an increasing rate by military and security operations and are becoming widely popular in usage from search and rescue and weather research to homeland security and border patrol. The Federal Aviation Administration (FAA) is currently working to define acceptable UAS performance standards and procedures for routine access for their use in the National Airspace System (NAS). This study examined the effects of system reliability and time pressure on unmanned aircraft systems operator performance and mental workload. Twenty-four undergraduate and graduate students, male and female, from Embry-Riddle Aeronautical University participated in this study on a voluntary basis. The primary tasks were image processing time and target acquisition accuracy; three secondary tasks were concerned with responding to events encountered in typical UAS operations. Mental workload and trust levels of Multi-Modal Immersive Intelligent Interface for Remote Operation (MIIIRO) system were also studied and analyzed. System reliability was found to produce a significant effect for image processing time, while time pressure produced a significant effect for target acquisition accuracy. A significant effect was found for the interaction between system reliability and time pressure for pop-up threats re-routing processing time. The results were examined and recommendations for future research are discussed."
1474,n,"ITS implementation, the swedish way, ""interaction""","The congestion in our transport systems increases when the population in urban areas expands. The demand for effective and environmentally friendly transport will increase. Security is increasingly prioritized. Challenges are great and numerous for all modes of transport, Intelligent transport systems and services, ITS, offers many tools that can help to meet these. ITS's potential is great, and it is time that this was utilized. In 2010, the Government appointed a national ITS Board for the purpose of speeding up the process of introducing ITS in Sweden in order to reach the transport and industrial policy objectives. The ITS Board has three tasks: the first task is to develop forms of cooperation between public authorities and enterprise, the second task is to provide advice on and accelerate the Swedish Transport Administration and other authorities' process of implementing the action plan, ""Multi-modal strategy and action plan for the use of ITS"". The third task is to promote increased Swedish action in the EU in the area of ITS. At the same time, the Swedish Transport Administration received a government commission regarding a coordinating responsibility for the implementation and follow-up of the work in accordance with: ""Multi-modal strategy and action plan for the use of ITS1""."
1477,n,The architecture design for content-aware network security services,"With the ongoing increase of the network technologies' diversity and the integration of the user level applications, the legacy-style content-independent configuration of the security mechanisms cannot yields in efficient security solutions farther. Our work aims to contribute on the design of auto-reconfigurable (adaptive) security services that are capable to satisfy the application's security level required with minimal network resources' usage. In this paper we propose a new networkcentric security architecture design that relies on the current network security conditions and content-aware mechanisms. The architecture main functional blocks and the corresponding relationships are defined. This architecture shall supply three inter-domain composite user security services, named ""public traffic"", ""secret content"" and ""private communication"", as well as, attack source traceback and distributed access control functionalities."
1486,n,Adaptive security management model in the cloud computing environment,"This paper suggests an adaptive access algorithm to decide the access control to the resources using an improved RBAC technique to solve more complex and difficult problems in the cloud computing environment. And the proposed model determines dynamically security level and access control for the common resources. Therefore, it is supposed to provide appropriate security services according to the dynamic changes of the common resources."
1497,n,Ambient intelligence,"ABB's company, Busch-Jaeger Elektro GmbH, has launched easily programmable touch sensitive display units, combined with a range of motion sensitive switches and alarm units that can be incorporated into networks to control everything from music and lighting to blinds and security alarms. The units monitor human activity using infrared motion detectors, and each has a number of operating modes to satisfy the specific needs of its allocated area. Heating and cooling functions can be integrated into the system alongside lighting controls, with individual thermostat settings being specified via the central display unit. The application of video surveillance equipment takes security monitoring to a higher level, even allowing remote surveillance of properties. The system is inherently safe and can he installed with minimal disruption to existing services."
1515,n,Monotonicity and partial results protection for mobile agents,"Remotely executing mobile code introduces a plethora of security problems. This paper examines the ""external agent replay"" attack, identifies the notion of one-way program state transitions, describes the use of monotonic variables as a practical method for detecting these attacks, examines the more general problem state modification attacks, and introduces the use of ""results verification vectors"" to protect agents from attack."
1516,n,Experimental integration of multi security policies for secure computer systems,"Resolution of integration of multi security policies plays an important role in secure-critical computer systems which support multi security policies. In this paper, a security state transition model is built by means of formal method, the different effects resulting from security-depended actions of different policies on security states is analyzed and a new approach to solve the integration and consistency of multi-policies is presented."
