,id,title,authors,doi,link,pub_year,type,abstract,source,pub_title
2130,2131,Group Activity Recognition by Using Effective Multiple Modality Relation Representation with Temporal-Spatial Attention,"Xu, Dezhong (57204810884); Fu, Heng (57212504485); Wu, Lifang (7404903330); Jian, Meng (55832971100); Wang, Dong (57198729783); Liu, Xu (57770059600)",10.1109/ACCESS.2020.2979742,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083700812&doi=10.1109%2fACCESS.2020.2979742&partnerID=40&md5=bce5f8f6853431af1edcff65c6c9e876,2020,Article,"Group activity recognition has received a great deal of interest because of its broader applications in sports analysis, autonomous vehicles, CCTV surveillance systems and video summarization systems. Most existing methods typically use appearance features and they seldom consider underlying interaction information. In this work, a technology of novel group activity recognition is proposed based on multi-modal relation representation with temporal-spatial attention. First, we introduce an object relation module, which processes all objects in a scene simultaneously through an interaction between their appearance feature and geometry, thus allowing the modeling of their relations. Second, to extract effective motion features, an optical flow network is fine-tuned by using the action loss as the supervised signal. Then, we propose two types of inference models, opt-GRU and relation-GRU, which are used to encode the object relationship and motion representation effectively, and form the discriminative frame-level feature representation. Finally, an attention-based temporal aggregation layer is proposed to integrate frame-level features with different weights and form effective video-level representations. We have performed extensive experiments on two popular datasets, and both have achieved state-of-the-art performance. The datasets are the Volleyball dataset and the Collective Activity dataset, respectively. © 2013 IEEE.",Scopus,IEEE Access
2138,2139,Rank Level Fusion of Multimodal Biometrics Based on Cross-Entropy Monte Carlo Method,"Ahmad, Shadab (57224776675); Pal, Rajarshi (57204588196); Ganivada, Avatharam (39862889500)",10.1007/978-981-15-4828-4_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084834633&doi=10.1007%2f978-981-15-4828-4_6&partnerID=40&md5=a422cbb60a962577e0db9db10b447ae9,2020,Conference paper,"In unimodal biometric systems, there are several limitations like, non-universality, noisy data and other security risks. To overcome these, multimodal biometric systems are increasingly adopted. Multimodal biometric systems fuse information from multiple biometric traits. Rank level fusion is one of the approaches of information fusion for multimodal biometrics. In this paper, rank level fusion is considered as an optimization problem. Its aim is to minimize the distances between an aggregated rank list and each input rank list from individual biometric trait. A solution of this optimization problem has been proposed using cross-entropy (CE) Monte Carlo method. The proposed CE method uses two distance measures - namely, Spearman footrule and Kendall’s tau distances. Superiority of the proposed CE method based on above two distance measures over several existing rank level and score level fusion schemes is achieved on two different datasets. © Springer Nature Singapore Pte Ltd. 2020.",Scopus,Communications in Computer and Information Science
2141,2142,Risk-driven security metrics for an Android smartphone application,"Savola, Reijo M. (23010245100); Kylänpaä, Markku (6602388866); Abie, Habtamu (6505691222)",10.1504/IJEB.2020.111059,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096068266&doi=10.1504%2fIJEB.2020.111059&partnerID=40&md5=fc43a3d334f0c0e90a2d76bf234db0ff,2020,Article,"Security management in Android smartphone platforms is a challenge. This challenge can be overcome at least partially by developing systematically risk-driven security objectives and controls for the target system, and determining how to offer sufficient evidence of its security performance via metrics. The target system of our investigation is an Android platform utilised for public safety and security mobile networks. We develop and analyse the security objectives and controls for these systems based on a technological risk analysis. In addition, we investigate how effective and efficient security metrics can be developed for the target system, and describe implementation details of enhanced security controls for authentication, authorisation, and integrity objectives. Our analysis includes implementation details of selected security controls and a discussion of their security effectiveness. It also includes conceptualisation and description of adaptive security for an Android platform which can improve the flexibility and effectiveness of these security controls and end-users confidence in service providers.  Copyright © 2020 Inderscience Enterprises Ltd.",Scopus,International Journal of Electronic Business
2171,2172,Experimental demonstration of free-space multi-state orbital angular momentum shift keying,"Fu, Shiyao (56498346200); Zhai, Yanwang (56818511000); Zhou, Heng (55716748700); Zhang, Jianqiang (57208117128); Wang, Tonglu (56498036000); Liu, Xueting (57214920442); Gao, Chunqing (7402617441)",10.1364/OE.27.033111,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075268332&doi=10.1364%2fOE.27.033111&partnerID=40&md5=f449ce71c66861855192b0bd87a05841,2019,Article,"Orbital angular momentum (OAM), a new dimension of photons, has potentials in lots of domains as high-dimensional data coding/decoding. Here we experimentally demonstrate a free-space data transmission system based on 8 bits multi-state OAM shift keying, where multiplexed optical vortices containing 8 various OAM states are employed to constitute 8 bits binary symbols. In the transmitter, the data coding of OAM shift keying is realized by switching a series of special-designed holograms. And in the receiver, the decoding is done by a single Dammann vortex grating along with image processing. We experimentally transmit data, including a gray-scale image, in free-space for 10 meters, showing zero bit-error-rate. The demonstrated results indicate a wide prospect for the future high-dimensional large data rate optical security communications. © 2019 Optical Society of America.",Scopus,Optics Express
2347,2348,Biometric authentication using soft biometric traits,"Garg, Rishabh (57208654716); Arora, Anisha (57210106793); Singh, Saurabh (57216140050); Saraswat, Shipra (56785819200)",10.1109/PDGC.2018.8745766,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069527270&doi=10.1109%2fPDGC.2018.8745766&partnerID=40&md5=358b1525c3e853fe513dcb63bbb2c87c,2018,Conference paper,"For secure computing and networking systems in the modern day, passwords and physical tokens alone do not serve a major purpose in a user's authentication. Traditional systems of security including the biometric systems, authenticate individuals at the time of login only and no further identification or verification is performed during the activity session of the user. This results for a compromised system of security resulting in the need for a system with greater robustness. This survey paper focuses on the need for a continuous authentication through soft biometrics and explores the alternatives for various systems applying soft biometrics and also considers a multimodal approach of biometrics, towards the user and system usability and security. This survey is intended for further researches and practice in the domain of biometrics. © 2018 IEEE.",Scopus,"PDGC 2018 - 2018 5th International Conference on Parallel, Distributed and Grid Computing"
2411,2412,Level ice clearing in model and full scale using azimuthing propulsion,"Taimuri, Ghalib Humayun (57205285618); Kujala, Pentti (7004374195); Leiviskä, Topi (55356137700); Määttänen, Pirjo (57205290148)",10.4043/29179-ms,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086057684&doi=10.4043%2f29179-ms&partnerID=40&md5=c6849c0c9162ed2687f21d0f76dea8ec,2018,Conference paper,"Marine vessels and offshore structures functioning in Earth's frigid zones require ice management to continue their routine operations. Icebreakers are the most influential vessel in assisting marine operations in Polar Regions. The present study is set to analyze the clearance area of level ice using Azimuthing propeller jet in bollard condition, by means of full-scale and model scale experiments. Moreover channel widening and heeling test is performed to analyze the escorting ability of an icebreaker with only using propeller jets. Scope of the current investigation can be incorporated in designing new icebreakers and maintaining desired channel width based on propeller jets effect. Propeller jets can be used to break level ice, when the ship is stationary or moving, where the amount and capacity of breaking or clearing the ice are based on the thrust of the propeller, angle between the propeller jet axis and free surface, and thickness of the ice as well as propeller running time. This paper presents a comparison between full-scale experiments data (carry out in the Gulf of Bothnia, March 2017) and model scale trials performed in Aker Arctic testing facility on the level ice sheet. These experiments were based on image data from external camera and propeller flow parameters, where the area, as well as coordinate calculation, were within 3% of the accuracy from the acquired images. Full-scale ice thicknesses utilized in the experiments were selected and confirmed from surveillance videos. Model-scale images were corrected using Hugin software while ImageJ was used to calculate ice clearance parameters. Propeller thrust and area analysis show 10-22 % of the variation in the results of the model and fullscale experiments for 16 mm thick model ice. 16 mm thick model ice results are much closer to full-scale trials than 25 mm thick model ice. Test results at 30° and 90° pod angles could be extrapolated to design a prototype vessel. Channel widening shows worthy outcome, with the use of Azipods at a speed of 8 kn channel width of 36 m can be attain by positioning the stern Azipods at 30° puller configuration. Changing the pod inclination by 30% will increase the channel width to 20%. In the widening of new level ice channel, 30° pod angle is the most suitable. Copyright 2018, Offshore Technology Conference.",Scopus,OTC Arctic Technology Conference 2018
2437,2438,Techniques for enhancing the security of fuzzy vault: A review,"Panwar, Abhay (57196317259); Singla, Parveen (57196320879); Kaur, Manvjeet (56045999600)",10.1007/978-981-10-3376-6_23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032639431&doi=10.1007%2f978-981-10-3376-6_23&partnerID=40&md5=94236ce25cbcba6afe4764347f47c851,2018,Conference paper,"Biometric Systems are the personal identification systems that use behavioral and physiological characteristics of a person. One of the main concerns in biometrics systems is template security. Fuzzy vault, a bio-cryptosystem, is used to provide security to the stored templates. Fuzzy vault has proven to be a very good security technique, nonetheless it lacks in providing revocability and security against correlation attacks. Thus for the enhancement of the security of fuzzy vault and to overcome the limitation of correlation attack, techniques like hybrid model and multimodal biometrics can be used. This paper gives a review of the above mentioned techniques, viz. hybrid and multimodal, and how they can be effective in enhancing the security of the system. © Springer Nature Singapore Pte Ltd. 2018.",Scopus,Advances in Intelligent Systems and Computing
2516,2517,Parallelizing Multimodal Background Modeling on a Low-Power Integrated GPU,"Azmat, Shoaib (55263841400); Wills, Linda (7006831718); Wills, Scott (35494803800)",10.1007/s11265-016-1111-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957956193&doi=10.1007%2fs11265-016-1111-z&partnerID=40&md5=62a87c9cdeb091b312e0e6b1a8a0c569,2017,Article,"Background modeling techniques for embedded computer vision applications must balance accuracy, speed, and power. Basic background modeling techniques run quickly, but their accuracy is not sufficient for computer vision problems involving dynamic background. In contrast, adaptive background modeling techniques are more robust, but run more slowly. Due to its high inherent fine-grain parallelism, robust adaptive background modeling has been implemented on GPUs with significant performance improvements over CPUs. However, these implementations are infeasible in embedded applications due to the high power ratings of the targeted general-purpose GPU platforms. This paper focuses on exploiting fine-grain data parallelism and optimizing memory access patterns to target a low-cost adaptive background modeling algorithm multimodal mean (MMM) to a low-power GPU with thermal design power (TDP) of only 12 watts. The algorithm has comparable accuracy with the Gaussian mixture model (GMM) algorithm, but less computational and memory cost. It achieves a frame rate of 392 fps with a full VGA resolution (640x480) frame on the low-power integrated GPU NVIDIA ION. This is a 20x speed-up of the MMM algorithm compared to the embedded CPU platform Intel Atom of comparable TDP. In addition, the MMM algorithm attains a 5-6x speed up over the GMM implementation on the ION GPU platform. © 2016, Springer Science+Business Media New York.",Scopus,Journal of Signal Processing Systems
2563,2564,Practical and secure searchable symmetric encryption with a small index,"Miyoshi, Ryuji (57197738010); Yamamoto, Hiroaki (57206268059); Fujiwara, Hiroshi (55628535035); Miyazaki, Takashi (55686972600)",10.1007/978-3-319-70290-2_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034272496&doi=10.1007%2f978-3-319-70290-2_4&partnerID=40&md5=0e32750f810978436c87489ebacbd577,2017,Conference paper,"From a view point of information security, researches on an encrypted search system have been done intensively. Such search systems are called searchable symmetric encryption (SSE). The main part of SSE is an encrypted index which affects security and efficiency. Until now many SSE schemes have been proposed, but most of them uses a random oracle to achieve both adaptive security and an optimal index size. The index size of adaptively secure SSE schemes without a random oracle can be much larger. In this paper, we propose a new SSE scheme which satisfies adaptive security in the standard model and has an optimal index size. Furthermore the index of our scheme consists of Bloom filters and simple arrays, that is, arrays of integers. Since Bloom filters are also implemented by an array of integers, the structure of the index is simple. Thus, unlike other SSE schemes with an optimal index size, the size does not depend on a security parameter. © 2017, Springer International Publishing AG.",Scopus,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)
2590,2591,Optimal strategy selection for moving target defense based on markov game,"Lei, Cheng (57037902600); Ma, Duo-He (56975751300); Zhang, Hong-Qi (37007258200)",10.1109/ACCESS.2016.2633983,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018513975&doi=10.1109%2fACCESS.2016.2633983&partnerID=40&md5=b10d5eba11f6825d857a61670d42a764,2017,Article,"With the evolution of the research on network moving target defense (MTD), the selection of optimal strategy has become one of the key problems in current research. Directed to the problem of the improper defensive strategy selection caused by inaccurately characterizing the attack and defense game in MTD, optimal strategy selection for MTD based on Markov game (MG) is proposed to balance the hopping defensive revenue and network service quality. On the one hand, traditional matrix game structure often fails to describe MTD confrontation accurately. To deal with this inaccuracy, MTD based on MG is constructed. Markov decision process is used to characterize the transition among network multi-states. Dynamic game is used to characterize the multi-phases of attack and defense in MTD circumstances. Besides, it converts all the attack and defense actions into the changes in attack surface or the ones in exploration surface, thus improving the universality of the proposed model. On the other hand, traditional models care little about defense cost in the process of optimal strategy selection. After comprehensively analyzing the impact of defense cost and defense benefit on the strategy selection, an optimal strategy selection algorithm is designed to prevent the deviation of the selected strategies from actual network conditions, thus ensuring the correctness of optimal strategy selection. Finally, the simulation and the deduction of the proposed approach are given in case study so as to demonstrate the feasibility and effectiveness of the proposed strategy optimal selection approach. © 2013 IEEE.",Scopus,IEEE Access
2629,2630,Smart video summarization using mealy machine-based trajectory modelling for surveillance applications,"Dogra, Debi Prosad (35408975400); Ahmed, Arif (57216801662); Bhaskar, Harish (8942447300)",10.1007/s11042-015-2576-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928128861&doi=10.1007%2fs11042-015-2576-7&partnerID=40&md5=8c9ae5ea85db99601c23239614d541e8,2016,Article,"In this paper, we propose a smart video summarization technique that compiles a synopsis of event(s)-of-interest occurring within a segment of image frames in a video. The proposed solution space consists of extracting appropriate features that represent the dynamics of targets in surveillance environments using their motion trajectories combined with a finite state automaton model for analyzing state changes of such features to detect and localize event(s)-of-interest. We introduce the cumulative moving average (CMA) and the preceding segment average (PSA) statistical metric as features that indicate gradual and sudden changes in the instantaneous velocity of moving targets. In order to support both on-line and off-line summarization, a finite state machine, that is often referred to as Mealy Machine, has been proposed to model the trajectory of a moving target and used for detecting transitions that represents a change from one state to another when initiated by a triggering event or condition. We conduct several systematic experiments on different scenario-specific in-house videos and other publicly available datasets to demonstrate the effectiveness of our proposed approach and benchmark its performance against chosen baseline strategies. The results of our experiments highlight the superiority of our proposed method in accurately localizing the start and end of event(s)-of-interest in videos within the chosen dataset. © 2015, Springer Science+Business Media New York.",Scopus,Multimedia Tools and Applications
2652,2653,Multimodal biometrics security system for authentication,"Maheshwari, A. (58111315300); Dorairangaswamy, M.A. (55411918500)",10.1109/ICONSTEM.2016.7560940,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989162204&doi=10.1109%2fICONSTEM.2016.7560940&partnerID=40&md5=e696ccf55be843d43822e2754e27fa55,2016,Conference paper,"Recently biometrics based authentication system provides security from attacks. This paper presents to implement the biometric system based on the combination of graphical image and palm print with steganographic technique for authentication purpose. Here before the concealing of the voice data, the palm print is processed using Weber Local Descriptor. Here the voice data hiding approach involves concealing of individual voice data within their biometric to enhance the privacy protection. The voice data is being converted into text data using voice to text convertor. Before the data is hidden it is being encrypted using Chaos encryption. The data is being hidden inside the palm print using bits wrap algorithm. The features of the Graphical Image are extracted using Lifting Wavelet Transform. © 2016 IEEE.",Scopus,"2016 2nd International Conference on Science Technology Engineering and Management, ICONSTEM 2016"
2693,2694,Intrusion detection system for mitigating attacks using energy monitoring in wireless sensor networks,"Yasotha, B. (57193087960); Sasikala, T. (57211618011)",10.1504/IJMNDI.2016.081663,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010648336&doi=10.1504%2fIJMNDI.2016.081663&partnerID=40&md5=639a5ce483ed4f01dbe6f18175a632e2,2016,Article,"In wireless sensor network (WSN), the existing literature works predicts the energy consumption using operational state transition model. In this method, each state should be known to the sink, in order to predict accurately. Also, in some cases, if the residual energy estimation is not based on the operational states of a sensor node, it may not reflect the exact amount of energy consumed by each node. In order to overcome these issues, in this paper, we propose to design an intrusion detection system to detect and mitigate the attacks using energy monitoring technique. In this technique, the malicious attacks are detected by monitoring the node's energy. The monitoring nodes predicts the energy using hidden Markov model (HMM) and compares it with the actual energy detected through an energy query technique. The detected attacks are classified based on the energy threshold levels. The attacks are then mitigated by establishing the attack-free route between source and destination, respectively. By simulation results, we show that the proposed technique increases the efficiency, reduces overhead and energy consumption. © 2016 Inderscience Enterprises Ltd.",Scopus,International Journal of Mobile Network Design and Innovation
2719,2720,Biometric Authentication Using Fused Multimodal Biometric,"Jagadiswary, D. (35145964400); Saraswady, D. (6507162853)",10.1016/j.procs.2016.05.187,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978708847&doi=10.1016%2fj.procs.2016.05.187&partnerID=40&md5=0cdc92b25b8b5cf0ed7a23bef6adfbb1,2016,Conference paper,"Biometrics are basically based on the expansion of pattern recognition systems. At present, electronic or optical sensors like cameras and scanning devices are used to capture images, recordings or measurements of a person's 'unique' characteristics. These technologies are being utilized across a range of applications like security, prevention of cyber crime and border control, public aid/social benefits, customs, immigration, passport and healthcare identity verification, as well as commercial enterprises use. Most biometric systems that are typically use a single biometric trait to establish identity have some challenges like Noise in sensed data which increases False Acceptance Rate (FAR) of the system, Non-universality which reduces Genuine Acceptance Rate (GAR). Hence the security afforded by the biometric system mitigates its benefits. In this paper, we propose a Fused Multimodal systems which also have several advantages over unibiometric systems such as, enhanced verification accuracy, larger feature space to accommodate more subjects and higher security against spoofing. The proposed enhanced multimodal authentication system is based on feature extraction(using fingerprint, retina and fingervein) and key generation (using RSA). The experimental evaluation implemented using MATLAB 2014, illustrates the significance improvement in the performance of multimodal biometrics with RSA have GAR of 95.3% and FAR of 0.01%. © 2016 Published by Elsevier B.V.",Scopus,Procedia Computer Science
2772,2773,Security enhancement of internet banking applications by using multimodal biometrics,"Lupu, Cətəlin (21743036100); Gəitan, Vasile-Gheorghiţə (56584481400); Lupu, Valeriu (21742930500)",10.1109/SAMI.2015.7061904,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926435619&doi=10.1109%2fSAMI.2015.7061904&partnerID=40&md5=16d2be78aa276938e817aae48cb212a1,2015,Conference paper,"The internet banking applications have become more and more complex and almost each bank has got its own service. The login and signature security vary from user/static password authentication method (that is one of the weakest way to manage one's accounts) to certificates and tokens. Also, biometrics is increasingly used in many parts of our lives, from biometric passport, airport authentication and control access. It is easier and safer to login to internet banking with something you have or are (fingerprint, face, iris etc.) than with something you remember (and that can be stolen by malicious software or people). Also, signing an order will be more secure by using a fingerprint than a code generated by a token. A combination of these two authentication methods will lead to a visible security enhancement, too. The fingerprint can be used for two purposes: to open a token device and/or login to the internet banking application or sign an order. This article will introduce some concepts about these two fields: internet banking and biometrics. It will also present a securing internet banking operations model by using biometrics. During our researches, we developed a Java application to simulate access to an internet banking web-page. This application will be briefly presented at the end of the paper. © 2015 IEEE.",Scopus,"SAMI 2015 - IEEE 13th International Symposium on Applied Machine Intelligence and Informatics, Proceedings"
2782,2783,Speeding power restoration,"Moran, Thomas (57075837500); Molnar, John J. (57075784900); Desourdis, Robert I. (6602406241); Kurgan, Walter M. (57076796200); Cloutier, Jean-Francois (13907974000)",10.1109/THS.2015.7225281,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955454649&doi=10.1109%2fTHS.2015.7225281&partnerID=40&md5=312f55078ecb06749a27363f9b6d9623,2015,Conference paper,"In the aftermath of Hurricane Sandy, the Multi-State Fleet Response Working Group (FWG) was established at the recommendation of the All Hazards Consortium (AHC) as an independent entity guided by private sector representatives from multiple sectors and states. The purpose of this FWG is to support efforts and organizations that can help expedite the movement of private sector repair and supply line fleets and resources across multiple state borders in response to both major disasters and day-to-day disruptions. The paper describes the collaboration that enabled this capability and how we propose its nationwide use for local, regional, statewide, and national critical communications. © 2015 IEEE.",Scopus,"2015 IEEE International Symposium on Technologies for Homeland Security, HST 2015"
2824,2825,Security and performance tradeoff analysis of mobile offloading systems under timing attacks,"Meng, Tianhui (56727664300); Wolter, Katinka (57195753362); Wang, Qiushi (55605220300)",10.1007/978-3-319-23267-6_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944733602&doi=10.1007%2f978-3-319-23267-6_3&partnerID=40&md5=ee2ba347865fe10c57e65e56570d88d7,2015,Conference paper,"Mobile offloading systems have been proposed to migrate complex computations from mobile devices to powerful servers. While this may be beneficial from the performance and energy perspective, it certainly exhibits new challenges in terms of security due to increased data transmission over networks with potentially unknown threats. Among possible security issues are timing attacks which are not prevented by traditional cryptographic security. Metrics on which offloading decisions are based must include security aspects in addition to performance and energy-efficiency. This paper aims at quantifying the security attributes and their impact on the performance of mobile offloading systems. The offloading system is modeled as a hybrid CTMC and queueing model. The proposed model focuses on state transition and state-based control. The quantification analysis is carried out for steady-state behavior of the CTMC model as to optimize the weighted-sum cost measure. By transforming the security model to a model with absorbing state, we compute the “mean time to security failure” (MTTSF) measure. Finally, a security and performance tradeoff measure is computed based on the system model and optimum parameter set is found for the system. © Springer International Publishing Switzerland 2015.",Scopus,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)
2825,2826,A punctured programming approach to adaptively secure functional encryption,"Waters, Brent (56187888100)",10.1007/978-3-662-48000-7_33,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943402380&doi=10.1007%2f978-3-662-48000-7_33&partnerID=40&md5=f71ea7284e2563f04bc69d5214d9d9ec,2015,Conference paper,"We propose the first construction for achieving adaptively secure functional encryption (FE) for poly-sized circuits (without complexity leveraging) from indistinguishability obfuscation (iO). Our reduction has polynomial loss to the underlying primitives. We develop a “punctured programming” approach to constructing and proving systems where outside of obfuscation we rely only on primitives realizable from pseudo random generators. Our work consists of two constructions. Our first FE construction is provably secure against any attacker that is limited to making all of its private key queries after it sees the challenge ciphertext. (This notion implies selective security.) Our construction makes use of an we introduce called puncturable deterministic encryption (PDE) which may be of independent interest. With this primitive in place we show a simple FE construction. We then provide a second construction that achieves adaptive security from indistinguishability obfuscation. Our central idea is to achieve an adaptively secure functional encryption by bootstrapping from a one bounded FE scheme that is adaptively secure. By using bootstrapping we can use “selective-ish” techniques at the outer level obfuscation level and push down the challenge of dealing with adaptive security to the one bounded FE scheme, where it has been already been solved. We combine our bootstrapping framework with a new “key signaling” technique to achieve our construction and proof. Altogether, we achieve the first construction and proof for adaptive security for functional encryption. © International Association for Cryptologic Research 2015.",Scopus,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)
2831,2832,Fusion of face and iris biometrics on mobile devices using near-infrared images,"Zhang, Qi (57007458500); Li, Haiqing (55369111200); Zhang, Man (55926588500); He, Zhaofeng (16202583700); Sun, Zhenan (8081773300); Tan, Tieniu (7402022125)",10.1007/978-3-319-25417-3_67,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950266076&doi=10.1007%2f978-3-319-25417-3_67&partnerID=40&md5=1ef678f69654674c48ab7ab260a025a0,2015,Conference paper,"With the wide use of cell phones and tablets, large amounts of private data are stored on mobile devices and personal information security has become a growing concern. Biometrics is able to provide encouraging personal recognition solutions to strengthen the security. This paper proposes a multimodal biometric system for mobile devices by fusing face and iris modalities. Face images are aligned according to eye centers and then represented by histograms of Gabor ordinal measures (GOM). Iris images are cropped from face images and represented by ordinal measures (OMs). Finally, the similarity scores produced by face and iris features are combined in the score level. Experiments are conducted on the CASIA-Mobile database which includes 1400 images of 70 Asians. The proposed system achieves impressive results and demonstrates a promising solution for personal recognition on mobile devices. © Springer International Publishing Switzerland 2015.",Scopus,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)
2859,2860,Isotopic inventories in thermal neutron spectrum reactor designs suitable for direct nuclear thermal propulsion,"Schnitzler, Bruce G. (23029117400)",10.2514/6.2014-3430,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84913570577&doi=10.2514%2f6.2014-3430&partnerID=40&md5=2179584efbdb53e932c35148c47c7e5e,2014,Conference paper,"Advancement of U.S. scientific, security, and economic interests through a robust space exploration program requires high performance propulsion systems to support a variety of robotic and crewed missions beyond low Earth orbit. Past studies, in particular those in support of the Space Exploration Initiative (SEI), have shown nuclear thermal propulsion systems provide superior performance for high mass high propulsive delta-V missions. The recent NASA Design Reference Architecture (DRA) 5.0 Study re-examined mission, payload, and transportation system requirements for a human Mars landing mission in the post-2030 timeframe. Nuclear thermal propulsion was again identified as the preferred in-space transportation system. An extensive nuclear thermal rocket technology development effort was conducted from 1955-1973 under the Rover/NERVA Program. Both graphite and refractory metal alloy fuel types were pursued. Recent activities have included parallel evaluation and design efforts of engine concepts based on both fuel types. Isotopic inventory changes in a propulsion reactor can influence multiple aspects of engine operation. Two primary areas of concern are changes in engine reactivity and in the radiation environments external to the engine. The magnitudes of the impacts vary depending on the reactor type (fast neutron spectrum or thermal/epithermal neutron spectrum), engine operating times, cooling times since last engine operation, and engine design and operating mode. Engines can provide direct nuclear thermal propulsion only or provide some combination of direct propulsion and electrical power generation. Operating times are usually short for engines employed solely for direct nuclear thermal propulsion. Reactivity losses are usually low and are due to a combination of fissile depletion and fission product absorption. These small reactivity losses due to depletion can be accommodated by control drum rotation, but drum rotation also results in core power distribution changes that can lower engine performance. Engines providing electrical power generation will operate for longer periods and reactivity losses due to fissile depletion and fission product absorption will be higher. Engine systems employing fast spectrum reactors show lower sensitivity to fission product buildup than those employing thermal neutron spectrum reactors. Regardless of engine type or operating mode, fission product and heavy metal isotopes are the primary neutron and gamma sources and establish the radiation environment and biological dose rates near the engine. This paper addresses isotopic changes in a representative thermal neutron spectrum engine. Fission product and heavy metal isotopes important to neutron absorption are identified and ranked at selected times during engine operation. Fission product and heavy metal isotopes important to dose contributions around the engine are identified and ranked at selected times during and after operation. © 2014 by the American Institute of Aeronautics and Astronautics.",Scopus,50th AIAA/ASME/SAE/ASEE Joint Propulsion Conference 2014
2893,2894,Design of multi-mode compatible image acquisition system for HD area array CCD,"Wang, Chen (57192598285); Sui, Xiubao (15048820400)",10.1117/12.2072459,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922822514&doi=10.1117%2f12.2072459&partnerID=40&md5=db34830646252b6a319a8fe58c4b35f6,2014,Conference paper,"Combining with the current development trend in video surveillance-digitization and high-definition, a multimode-compatible image acquisition system for HD area array CCD is designed. The hardware and software designs of the color video capture system of HD area array CCD KAI-02150 presented by Truesense Imaging company are analyzed, and the structure parameters of the HD area array CCD and the color video gathering principle of the acquisition system are introduced. Then, the CCD control sequence and the timing logic of the whole capture system are realized. The noises of the video signal (KTC noise and 1/f noise) are filtered by using the Correlated Double Sampling (CDS) technique to enhance the signal-to-noise ratio of the system. The compatible designs in both software and hardware for the two other image sensors of the same series: KAI-04050 and KAI-08050 are put forward; the effective pixels of these two HD image sensors are respectively as many as four million and eight million. A Field Programmable Gate Array (FPGA) is adopted as the key controller of the system to perform the modularization design from top to bottom, which realizes the hardware design by software and improves development efficiency. At last, the required time sequence driving is simulated accurately by the use of development platform of Quartus 12.1 combining with VHDL. The result of the simulation indicates that the driving circuit is characterized by simple framework, low power consumption, and strong anti-interference ability, which meet the demand of miniaturization and high-definition for the current tendency. © 2014 SPIE.",Scopus,Proceedings of SPIE - The International Society for Optical Engineering
2911,2912,A quantum key as the fiber optic security sensor,"Zyczkowski, M. (12787454800); Kowalski, M. (55323058900)",10.12693/APhysPolA.124.606,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884494293&doi=10.12693%2fAPhysPolA.124.606&partnerID=40&md5=163c515ea676a2ea553b44e8f9eb6e90,2013,Conference paper,"The paper describes the methodology of identifying an interference in the optical fiber. The paper presents the technology widely known as quantum key distribution. The quantum key distribution is based on the technique of constant comparison of quantum characteristics of the input light source and its characteristics at the end of the fiber optic. Methodology of presented work includes the evaluation of the functional objectives through the constructive assumptions for the laboratory models development. This paper presents the model of a system based on the comparison of polarization states of light quanta using two asymmetric MachZender interferometers as transmitting and receiving systems to enable compensation of polarization state changes at the input and output of the fiber optics sensing cable. Continuous monitoring of the state of the reference signal, the specific changes of natural or ambient eects on the fiber will attempt to identify interference in the optical waveguide as a change of the polarization of the quantum states of the light. The authors indicate the possibility of using such fiber optic sensor as a security sensor to protect the extensive critical infrastructure facilities. In this article the future research conception of using compressed sensing algorithms for data compression in quantum key distribution systems is presented.",Scopus,Acta Physica Polonica A
